Runs	UMAP1	UMAP2	CellType	NumofReads	SampleName	JC	Replicates
SRR6357907	-0.767457822880714	0.178288455477922	Jurkat_T_cell	1276	GSM2879875	J	3
SRR6357908	-1.33930514248368	0.175387139788835	Jurkat_T_cell	7444	GSM2879876	J	3
SRR6357909	0.0507307252073601	-2.2107744259918	Jurkat_T_cell	26378	GSM2879877	J	3
SRR6357911	-0.586665371975867	-0.31501055193785	Jurkat_T_cell	21058	GSM2879879	J	3
SRR6357913	-1.58938906582352	-0.187756542691023	Jurkat_T_cell	2312	GSM2879881	J	3
SRR6357914	-0.69679878147599	-0.983715538510115	Jurkat_T_cell	27108	GSM2879882	J	3
SRR6357915	-1.32947454842087	0.143065209857194	Jurkat_T_cell	4872	GSM2879883	J	3
SRR6357916	-0.366483906826942	-1.19561768008116	Jurkat_T_cell	1328	GSM2879884	J	3
SRR6357917	-0.373604039273231	-0.591478828915389	Jurkat_T_cell	24064	GSM2879885	J	3
SRR6357918	0.311855574526818	-0.770776276119979	Jurkat_T_cell	1340	GSM2879886	J	3
SRR6357919	-0.218704442105262	-1.52128982973936	Jurkat_T_cell	3068	GSM2879887	J	3
SRR6357921	-0.198308924756019	-2.14021063280943	Jurkat_T_cell	330164	GSM2879889	J	3
SRR6357923	-0.258127430996864	-0.634190086849959	Jurkat_T_cell	2616	GSM2879891	J	3
SRR6357924	-0.828171590886085	-0.29166841936949	Jurkat_T_cell	32924	GSM2879892	J	3
SRR6357925	-1.14839456470963	-0.093427900799544	Jurkat_T_cell	19710	GSM2879893	J	3
SRR6357926	-0.376874903759925	-1.70063162279967	Jurkat_T_cell	1904	GSM2879894	J	3
SRR6357927	-0.690333346447913	-0.626883511074813	Jurkat_T_cell	18330	GSM2879895	J	3
SRR6357928	-1.44137070568558	-1.40676784945372	Jurkat_T_cell	17840	GSM2879896	J	3
SRR6357929	-0.774215916714637	-0.392063622006209	Jurkat_T_cell	5740	GSM2879897	J	3
SRR6357931	-0.334477404675452	-0.505080227383406	Jurkat_T_cell	1870	GSM2879899	J	3
SRR6357932	-1.13550005348679	0.433542485705583	Jurkat_T_cell	2294	GSM2879900	J	3
SRR6357933	-0.000745038113562746	-1.35511208010557	Jurkat_T_cell	1240	GSM2879901	J	3
SRR6357935	-1.56055114658829	-0.415120605953963	Jurkat_T_cell	3174	GSM2879903	J	3
SRR6357938	-0.719803790173499	-0.474973206051619	Jurkat_T_cell	10408	GSM2879906	J	3
SRR6357939	-0.491536597332923	-2.27814484072569	Jurkat_T_cell	2222	GSM2879907	J	3
SRR6357940	-1.02347145470139	0.027381892672746	Jurkat_T_cell	17268	GSM2879908	J	3
SRR6357941	-0.777604917607276	-0.0744125886047198	Jurkat_T_cell	2088	GSM2879909	J	3
SRR6357942	-1.27120898159501	0.443418975344865	Jurkat_T_cell	30818	GSM2879910	J	3
SRR6357943	-0.0456719199037239	-2.48226356936339	Jurkat_T_cell	50974	GSM2879911	J	3
SRR6357944	-1.33568416031357	-0.145738605984481	Jurkat_T_cell	3442	GSM2879912	J	3
SRR6357946	-1.45073054226395	-0.0214755578124834	Jurkat_T_cell	15804	GSM2879914	J	3
SRR6357948	-0.70544717701432	-0.234528069027693	Jurkat_T_cell	180566	GSM2879916	J	3
SRR6357949	-0.58795974644181	-1.13413191271666	Jurkat_T_cell	2348	GSM2879917	J	3
SRR6357950	-0.357503632626502	-1.52320051623228	Jurkat_T_cell	29270	GSM2879918	J	3
SRR6357951	-0.687250117382972	-1.25852203799132	Jurkat_T_cell	21814	GSM2879919	J	3
SRR6357952	-0.151905516705482	-1.75178814364317	Jurkat_T_cell	6016	GSM2879920	J	3
SRR6357953	-0.54227874668595	-1.6967911763275	Jurkat_T_cell	17714	GSM2879921	J	3
SRR6357954	-0.791410068592994	-1.85626984072569	Jurkat_T_cell	92946	GSM2879922	J	3
SRR6357955	-1.25976667793748	-0.418915752896102	Jurkat_T_cell	21222	GSM2879923	J	3
SRR6357956	-1.02800784500596	-1.29788637591246	Jurkat_T_cell	208194	GSM2879924	J	3
SRR6357957	-1.55347381027695	-0.735265259274275	Jurkat_T_cell	14996	GSM2879925	J	3
SRR6357958	-1.79957828911301	-0.822096828945906	Jurkat_T_cell	38884	GSM2879926	J	3
SRR6357959	-1.31409666927811	-1.25250721407774	Jurkat_T_cell	15528	GSM2879927	J	3
SRR6357960	-1.21453247459885	-0.585358147152693	Jurkat_T_cell	312330	GSM2879928	J	3
SRR6357961	-1.31365499886033	-0.365808014401229	Jurkat_T_cell	18318	GSM2879929	J	3
SRR6357962	-1.24881432446	-0.84585190249327	Jurkat_T_cell	13844	GSM2879930	J	3
SRR6357963	-0.560270527920692	-1.97776890231016	Jurkat_T_cell	26332	GSM2879931	J	3
SRR6357965	1.25601770488265	-0.554411415585311	Jurkat_T_cell	1002	GSM2879933	None	None
SRR6357967	0.142382880129845	-0.384735588558943	Jurkat_T_cell	6576	GSM2879935	None	None
SRR6357968	1.41604473201278	-1.71382141543272	Jurkat_T_cell	13174	GSM2879936	None	None
SRR6357969	1.99671175090316	-0.588741306790145	Jurkat_T_cell	4522	GSM2879937	None	None
SRR6357970	1.89228822795394	-0.194658283718856	Jurkat_T_cell	1540	GSM2879938	None	None
SRR6357971	-0.902782181820838	-2.47987127734068	Jurkat_T_cell	1054	GSM2879939	None	None
SRR6357972	-0.653207997403114	-1.70316601229552	Jurkat_T_cell	8060	GSM2879940	None	None
SRR6357973	1.14954259006027	-0.777536873348982	Jurkat_T_cell	1062	GSM2879941	None	None
SRR6357974	0.764639874377282	-1.18280458880308	Jurkat_T_cell	5014	GSM2879942	None	None
SRR6357975	1.17652680484298	1.59006762074587	Jurkat_T_cell	6394	GSM2879943	None	None
SRR6357976	2.23984148112777	-1.25117540789488	Jurkat_T_cell	5008	GSM2879944	None	None
SRR6357977	-1.49945125969407	0.0432848887359785	Jurkat_T_cell	7298	GSM2879945	None	None
SRR6357978	-0.930141786656348	-1.37356234026793	Jurkat_T_cell	4888	GSM2879946	None	None
SRR6357979	-0.512402037701575	-0.253798965939315	Jurkat_T_cell	33756	GSM2879947	None	None
SRR6357980	0.326550742068322	-1.5919065518463	Jurkat_T_cell	7040	GSM2879948	None	None
SRR6357982	-1.06800899895188	-0.323163036831648	Jurkat_T_cell	10006	GSM2879950	None	None
SRR6357983	1.69592334834579	-1.3304262204254	Jurkat_T_cell	1436	GSM2879951	None	None
SRR6357984	-0.66890571506974	-1.42144298983458	Jurkat_T_cell	9980	GSM2879952	None	None
SRR6357985	-0.834928015789954	-0.93620777560118	Jurkat_T_cell	12152	GSM2879953	None	None
SRR6357986	1.34056140986923	-3.19840908480528	Jurkat_T_cell	3942	GSM2879954	None	None
SRR6357987	-1.5892844000673	-1.24381161166075	Jurkat_T_cell	20462	GSM2879955	None	None
SRR6357988	-0.803843478283851	-1.7205514950836	Jurkat_T_cell	4548	GSM2879956	None	None
SRR6357989	0.245837469973595	-1.48202324343565	Jurkat_T_cell	5468	GSM2879957	None	None
SRR6357990	-0.563818673214881	-1.80692863894346	Jurkat_T_cell	5890	GSM2879958	None	None
SRR6357992	-1.10791490467545	-0.578081612118514	Jurkat_T_cell	5190	GSM2879960	None	None
SRR6357993	-0.13879654797074	-0.147284988888533	Jurkat_T_cell	1380	GSM2879961	None	None
SRR6357994	-0.285046080670325	-2.18889999819639	Jurkat_T_cell	1372	GSM2879962	None	None
SRR6357995	-1.44696853550431	-1.68170357180479	Jurkat_T_cell	5326	GSM2879963	None	None
SRR6357996	-0.28733776005265	-1.11909532976988	Jurkat_T_cell	10722	GSM2879964	None	None
SRR6357997	2.09973051158431	-0.400023464688094	Jurkat_T_cell	1662	GSM2879965	None	None
SRR6357998	-0.383294562420814	-0.240158085354598	Jurkat_T_cell	5220	GSM2879966	None	None
SRR6357999	-1.16887710484025	-0.902054314144881	Jurkat_T_cell	31340	GSM2879967	None	None
SRR6358000	-1.5276925364351	-0.346646313198836	Jurkat_T_cell	5714	GSM2879968	None	None
SRR6358002	-1.60857329758164	-0.863667015560897	Jurkat_T_cell	19454	GSM2879970	None	None
SRR6358003	-1.27299914749619	1.30997824238893	Jurkat_T_cell	5046	GSM2879971	None	None
SRR6358004	-1.75262031944749	-1.23314905596617	Jurkat_T_cell	82998	GSM2879972	None	None
SRR6358005	-0.763157586178748	-1.58614445162657	Jurkat_T_cell	6396	GSM2879973	None	None
SRR6358006	-0.527802208981483	-1.80996561480406	Jurkat_T_cell	5316	GSM2879974	None	None
SRR6358007	-1.24073133858201	-1.23063612414244	Jurkat_T_cell	7540	GSM2879975	None	None
SRR6358008	-1.32369063290116	-0.714381699093611	Jurkat_T_cell	9088	GSM2879976	None	None
SRR6358009	1.79457571116927	-1.61827469302061	Jurkat_T_cell	1106	GSM2879977	None	None
SRR6358010	0.186298151888879	-1.01756334734801	Jurkat_T_cell	1680	GSM2879978	None	None
SRR6358011	-1.49702868851182	-2.15754080248717	Jurkat_T_cell	5562	GSM2879979	None	None
SRR6358012	-1.19031081589219	-2.02280760241392	Jurkat_T_cell	22890	GSM2879980	None	None
SRR6358013	-0.915515164456336	0.0819368319427656	Jurkat_T_cell	9252	GSM2879981	None	None
SRR6358014	0.0782594880247429	-1.18238974047545	Jurkat_T_cell	5588	GSM2879982	None	None
SRR6358015	-0.316690901837318	-1.5906858487213	Jurkat_T_cell	3156	GSM2879983	None	None
SRR6358016	-1.32027373703477	-1.49729109240416	Jurkat_T_cell	30638	GSM2879984	None	None
SRR6358017	-0.390318135342567	-1.35233927203062	Jurkat_T_cell	6056	GSM2879985	None	None
SRR6358018	-1.36180506142136	-1.08579683733824	Jurkat_T_cell	13500	GSM2879986	None	None
SRR6358019	-1.58627293499467	-1.21121836138609	Jurkat_T_cell	5152	GSM2879987	None	None
SRR6358020	1.24840523807052	-0.606527332791121	Jurkat_T_cell	1012	GSM2879988	None	None
SRR6358021	-0.953965882382362	-1.67407608462218	Jurkat_T_cell	4212	GSM2879989	None	None
SRR6358022	-1.26912722977158	-0.994285587796004	Jurkat_T_cell	20974	GSM2879990	None	None
SRR6358023	-0.620963315091102	-1.53757667971495	Jurkat_T_cell	3862	GSM2879991	None	None
SRR6358024	0.0923836430692986	-1.07245636416319	Jurkat_T_cell	13376	GSM2879992	None	None
SRR6358025	0.833996792712243	-1.32194471789244	Jurkat_T_cell	1330	GSM2879993	None	None
SRR6358026	0.92918326465133	-1.24162340594176	Jurkat_T_cell	1468	GSM2879994	None	None
SRR6358027	1.20281579104903	-1.73564386797789	Jurkat_T_cell	2192	GSM2879995	None	None
SRR6358028	-1.17709300907609	-1.65914535952452	Jurkat_T_cell	6432	GSM2879996	None	None
SRR6358029	-0.95860503109452	-1.42022276354674	Jurkat_T_cell	4562	GSM2879997	None	None
SRR6358030	-0.776833752713172	-1.85648489428404	Jurkat_T_cell	27580	GSM2879998	None	None
SRR6358031	0.192681094088586	-1.92847776842955	Jurkat_T_cell	1842	GSM2879999	None	None
SRR6358032	-0.982759932599036	-1.30388260317686	Jurkat_T_cell	10810	GSM2880000	None	None
SRR6358033	0.730280419268639	-1.39951754046324	Jurkat_T_cell	2024	GSM2880001	None	None
SRR6358034	-0.401553849301307	-1.89318800402525	Jurkat_T_cell	4194	GSM2880002	None	None
